serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
86_12,RSV B 1992 ,2,0.01,C2,V3P3,RSV_Historical_Sera_1,0.03195,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,0.003333,C3,V3P3,RSV_Historical_Sera_1,0.2376,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,0.001111,C4,V3P3,RSV_Historical_Sera_1,0.9731,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,0.0003704,C5,V3P3,RSV_Historical_Sera_1,0.7931,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,0.0001235,C6,V3P3,RSV_Historical_Sera_1,0.9123,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,4.115e-05,C7,V3P3,RSV_Historical_Sera_1,1.213,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,1.372e-05,C8,V3P3,RSV_Historical_Sera_1,0.6409,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,4.572e-06,C9,V3P3,RSV_Historical_Sera_1,1.066,24.12.19_Sera_RSV_rep2,
86_12,RSV B 1992 ,2,1.524e-06,C10,V3P3,RSV_Historical_Sera_1,0.7908,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,0.01,F2,V3P2,RSV_Historical_Sera_1,0.006177,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,0.003333,F3,V3P2,RSV_Historical_Sera_1,0.00181,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,0.001111,F4,V3P2,RSV_Historical_Sera_1,0.01287,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,0.0003704,F5,V3P2,RSV_Historical_Sera_1,0.1487,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,0.0001235,F6,V3P2,RSV_Historical_Sera_1,0.5243,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,4.115e-05,F7,V3P2,RSV_Historical_Sera_1,0.866,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,1.372e-05,F8,V3P2,RSV_Historical_Sera_1,1.112,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,4.572e-06,F9,V3P2,RSV_Historical_Sera_1,1.129,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,1,1.524e-06,F10,V3P2,RSV_Historical_Sera_1,1.003,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,0.01,G2,V3P2,RSV_Historical_Sera_1,0.001253,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,0.003333,G3,V3P2,RSV_Historical_Sera_1,0.0009711,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,0.001111,G4,V3P2,RSV_Historical_Sera_1,0.01365,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,0.0003704,G5,V3P2,RSV_Historical_Sera_1,0.1278,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,0.0001235,G6,V3P2,RSV_Historical_Sera_1,0.6168,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,4.115e-05,G7,V3P2,RSV_Historical_Sera_1,0.812,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,1.372e-05,G8,V3P2,RSV_Historical_Sera_1,1.19,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,4.572e-06,G9,V3P2,RSV_Historical_Sera_1,1.049,24.12.19_Sera_RSV_rep2,
85_3,RSV B 1992 ,2,1.524e-06,G10,V3P2,RSV_Historical_Sera_1,1.075,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,0.01,D2,V3P2,RSV_Historical_Sera_1,0.011,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,0.003333,D3,V3P2,RSV_Historical_Sera_1,0.006552,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,0.001111,D4,V3P2,RSV_Historical_Sera_1,0.09331,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,0.0003704,D5,V3P2,RSV_Historical_Sera_1,0.4816,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,0.0001235,D6,V3P2,RSV_Historical_Sera_1,0.7684,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,4.115e-05,D7,V3P2,RSV_Historical_Sera_1,1.063,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,1.372e-05,D8,V3P2,RSV_Historical_Sera_1,1.194,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,4.572e-06,D9,V3P2,RSV_Historical_Sera_1,1.214,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,1,1.524e-06,D10,V3P2,RSV_Historical_Sera_1,1.043,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,0.01,E2,V3P2,RSV_Historical_Sera_1,0.006459,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,0.003333,E3,V3P2,RSV_Historical_Sera_1,0.009829,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,0.001111,E4,V3P2,RSV_Historical_Sera_1,0.09059,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,0.0003704,E5,V3P2,RSV_Historical_Sera_1,0.4052,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,0.0001235,E6,V3P2,RSV_Historical_Sera_1,0.7787,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,4.115e-05,E7,V3P2,RSV_Historical_Sera_1,1.08,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,1.372e-05,E8,V3P2,RSV_Historical_Sera_1,1.238,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,4.572e-06,E9,V3P2,RSV_Historical_Sera_1,1.119,24.12.19_Sera_RSV_rep2,
87_4,RSV B 1992 ,2,1.524e-06,E10,V3P2,RSV_Historical_Sera_1,1.092,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,0.01,B2,V3P2,RSV_Historical_Sera_1,0.000743,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,0.003333,B3,V3P2,RSV_Historical_Sera_1,0.003893,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,0.001111,B4,V3P2,RSV_Historical_Sera_1,0.04381,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,0.0003704,B5,V3P2,RSV_Historical_Sera_1,0.2403,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,0.0001235,B6,V3P2,RSV_Historical_Sera_1,0.5562,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,4.115e-05,B7,V3P2,RSV_Historical_Sera_1,0.9153,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,1.372e-05,B8,V3P2,RSV_Historical_Sera_1,1.024,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,4.572e-06,B9,V3P2,RSV_Historical_Sera_1,1.081,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,1,1.524e-06,B10,V3P2,RSV_Historical_Sera_1,0.9256,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,0.01,C2,V3P2,RSV_Historical_Sera_1,0.003338,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,0.003333,C3,V3P2,RSV_Historical_Sera_1,0.01318,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,0.001111,C4,V3P2,RSV_Historical_Sera_1,0.08716,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,0.0003704,C5,V3P2,RSV_Historical_Sera_1,0.2872,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,0.0001235,C6,V3P2,RSV_Historical_Sera_1,0.736,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,4.115e-05,C7,V3P2,RSV_Historical_Sera_1,1.022,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,1.372e-05,C8,V3P2,RSV_Historical_Sera_1,1.123,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,4.572e-06,C9,V3P2,RSV_Historical_Sera_1,1.239,24.12.19_Sera_RSV_rep2,
85_7,RSV B 1992 ,2,1.524e-06,C10,V3P2,RSV_Historical_Sera_1,1.058,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,0.01,F2,V3P1,RSV_Historical_Sera_1,0.007855,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,0.003333,F3,V3P1,RSV_Historical_Sera_1,0.1506,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,0.001111,F4,V3P1,RSV_Historical_Sera_1,0.4787,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,0.0003704,F5,V3P1,RSV_Historical_Sera_1,0.9217,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,0.0001235,F6,V3P1,RSV_Historical_Sera_1,0.8293,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,4.115e-05,F7,V3P1,RSV_Historical_Sera_1,1.005,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,1.372e-05,F8,V3P1,RSV_Historical_Sera_1,1.181,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,4.572e-06,F9,V3P1,RSV_Historical_Sera_1,1.206,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,1,1.524e-06,F10,V3P1,RSV_Historical_Sera_1,1.003,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,0.01,G2,V3P1,RSV_Historical_Sera_1,0.001975,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,0.003333,G3,V3P1,RSV_Historical_Sera_1,0.09979,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,0.001111,G4,V3P1,RSV_Historical_Sera_1,0.3831,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,0.0003704,G5,V3P1,RSV_Historical_Sera_1,0.6796,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,0.0001235,G6,V3P1,RSV_Historical_Sera_1,0.8698,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,4.115e-05,G7,V3P1,RSV_Historical_Sera_1,0.9358,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,1.372e-05,G8,V3P1,RSV_Historical_Sera_1,1.01,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,4.572e-06,G9,V3P1,RSV_Historical_Sera_1,1.019,24.12.19_Sera_RSV_rep2,
85_1,RSV B 1992 ,2,1.524e-06,G10,V3P1,RSV_Historical_Sera_1,0.9534,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,0.01,D2,V3P1,RSV_Historical_Sera_1,0.002944,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,0.003333,D3,V3P1,RSV_Historical_Sera_1,0.03963,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,0.001111,D4,V3P1,RSV_Historical_Sera_1,0.1156,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,0.0003704,D5,V3P1,RSV_Historical_Sera_1,0.6426,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,0.0001235,D6,V3P1,RSV_Historical_Sera_1,0.8178,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,4.115e-05,D7,V3P1,RSV_Historical_Sera_1,1.129,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,1.372e-05,D8,V3P1,RSV_Historical_Sera_1,1.116,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,4.572e-06,D9,V3P1,RSV_Historical_Sera_1,1.374,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,1,1.524e-06,D10,V3P1,RSV_Historical_Sera_1,1.028,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,0.01,E2,V3P1,RSV_Historical_Sera_1,0.006857,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,0.003333,E3,V3P1,RSV_Historical_Sera_1,0.03455,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,0.001111,E4,V3P1,RSV_Historical_Sera_1,0.2259,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,0.0003704,E5,V3P1,RSV_Historical_Sera_1,0.6247,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,0.0001235,E6,V3P1,RSV_Historical_Sera_1,0.9709,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,4.115e-05,E7,V3P1,RSV_Historical_Sera_1,1.144,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,1.372e-05,E8,V3P1,RSV_Historical_Sera_1,1.11,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,4.572e-06,E9,V3P1,RSV_Historical_Sera_1,1.024,24.12.19_Sera_RSV_rep2,
85_6,RSV B 1992 ,2,1.524e-06,E10,V3P1,RSV_Historical_Sera_1,1.052,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,0.01,B2,V3P1,RSV_Historical_Sera_1,0.001055,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,0.003333,B3,V3P1,RSV_Historical_Sera_1,0.01843,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,0.001111,B4,V3P1,RSV_Historical_Sera_1,0.1475,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,0.0003704,B5,V3P1,RSV_Historical_Sera_1,0.5551,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,0.0001235,B6,V3P1,RSV_Historical_Sera_1,0.8131,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,4.115e-05,B7,V3P1,RSV_Historical_Sera_1,0.9143,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,1.372e-05,B8,V3P1,RSV_Historical_Sera_1,0.9412,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,4.572e-06,B9,V3P1,RSV_Historical_Sera_1,0.9055,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,1,1.524e-06,B10,V3P1,RSV_Historical_Sera_1,0.923,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,0.01,C2,V3P1,RSV_Historical_Sera_1,0.008462,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,0.003333,C3,V3P1,RSV_Historical_Sera_1,0.03285,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,0.001111,C4,V3P1,RSV_Historical_Sera_1,0.242,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,0.0003704,C5,V3P1,RSV_Historical_Sera_1,0.5579,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,0.0001235,C6,V3P1,RSV_Historical_Sera_1,0.8576,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,4.115e-05,C7,V3P1,RSV_Historical_Sera_1,0.9338,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,1.372e-05,C8,V3P1,RSV_Historical_Sera_1,1.131,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,4.572e-06,C9,V3P1,RSV_Historical_Sera_1,1.182,24.12.19_Sera_RSV_rep2,
86_2,RSV B 1992 ,2,1.524e-06,C10,V3P1,RSV_Historical_Sera_1,0.9904,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,0.01,F2,V4P4,RSV_Historical_Sera_1,0.003626,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,0.003333,F3,V4P4,RSV_Historical_Sera_1,0.004644,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,0.001111,F4,V4P4,RSV_Historical_Sera_1,0.04037,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,0.0003704,F5,V4P4,RSV_Historical_Sera_1,0.2893,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,0.0001235,F6,V4P4,RSV_Historical_Sera_1,0.7872,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,4.115e-05,F7,V4P4,RSV_Historical_Sera_1,1.059,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,1.372e-05,F8,V4P4,RSV_Historical_Sera_1,1.092,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,4.572e-06,F9,V4P4,RSV_Historical_Sera_1,1.046,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,1,1.524e-06,F10,V4P4,RSV_Historical_Sera_1,1.189,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,0.01,G2,V4P4,RSV_Historical_Sera_1,0.0002974,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,0.003333,G3,V4P4,RSV_Historical_Sera_1,0.003595,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,0.001111,G4,V4P4,RSV_Historical_Sera_1,0.03721,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,0.0003704,G5,V4P4,RSV_Historical_Sera_1,0.2459,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,0.0001235,G6,V4P4,RSV_Historical_Sera_1,0.6332,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,4.115e-05,G7,V4P4,RSV_Historical_Sera_1,0.9841,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,1.372e-05,G8,V4P4,RSV_Historical_Sera_1,1.054,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,4.572e-06,G9,V4P4,RSV_Historical_Sera_1,1.035,24.12.19_Sera_RSV_rep2,
87_7,RSV B 2019 ,2,1.524e-06,G10,V4P4,RSV_Historical_Sera_1,1.04,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,0.01,D2,V4P4,RSV_Historical_Sera_1,0.001038,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,0.003333,D3,V4P4,RSV_Historical_Sera_1,0.00245,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,0.001111,D4,V4P4,RSV_Historical_Sera_1,0.07135,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,0.0003704,D5,V4P4,RSV_Historical_Sera_1,0.3092,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,0.0001235,D6,V4P4,RSV_Historical_Sera_1,0.6994,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,4.115e-05,D7,V4P4,RSV_Historical_Sera_1,0.8332,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,1.372e-05,D8,V4P4,RSV_Historical_Sera_1,1.075,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,4.572e-06,D9,V4P4,RSV_Historical_Sera_1,1.184,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,1,1.524e-06,D10,V4P4,RSV_Historical_Sera_1,1.128,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,0.01,E2,V4P4,RSV_Historical_Sera_1,0.0003193,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,0.003333,E3,V4P4,RSV_Historical_Sera_1,0.005798,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,0.001111,E4,V4P4,RSV_Historical_Sera_1,0.04074,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,0.0003704,E5,V4P4,RSV_Historical_Sera_1,0.3187,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,0.0001235,E6,V4P4,RSV_Historical_Sera_1,0.7724,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,4.115e-05,E7,V4P4,RSV_Historical_Sera_1,0.8924,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,1.372e-05,E8,V4P4,RSV_Historical_Sera_1,1.125,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,4.572e-06,E9,V4P4,RSV_Historical_Sera_1,1.122,24.12.19_Sera_RSV_rep2,
87_8,RSV B 2019 ,2,1.524e-06,E10,V4P4,RSV_Historical_Sera_1,1.062,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,0.01,F2,V4P3,RSV_Historical_Sera_1,0.001745,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,0.003333,F3,V4P3,RSV_Historical_Sera_1,0.002016,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,0.001111,F4,V4P3,RSV_Historical_Sera_1,0.05012,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,0.0003704,F5,V4P3,RSV_Historical_Sera_1,0.2292,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,0.0001235,F6,V4P3,RSV_Historical_Sera_1,0.6095,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,4.115e-05,F7,V4P3,RSV_Historical_Sera_1,0.9079,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,1.372e-05,F8,V4P3,RSV_Historical_Sera_1,1.042,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,4.572e-06,F9,V4P3,RSV_Historical_Sera_1,1.013,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,1,1.524e-06,F10,V4P3,RSV_Historical_Sera_1,0.944,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,0.01,G2,V4P3,RSV_Historical_Sera_1,0.0007571,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,0.003333,G3,V4P3,RSV_Historical_Sera_1,0.00107,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,0.001111,G4,V4P3,RSV_Historical_Sera_1,0.04707,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,0.0003704,G5,V4P3,RSV_Historical_Sera_1,0.2651,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,0.0001235,G6,V4P3,RSV_Historical_Sera_1,0.5639,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,4.115e-05,G7,V4P3,RSV_Historical_Sera_1,0.9018,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,1.372e-05,G8,V4P3,RSV_Historical_Sera_1,0.9819,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,4.572e-06,G9,V4P3,RSV_Historical_Sera_1,0.9577,24.12.19_Sera_RSV_rep2,
85_8,RSV B 2019 ,2,1.524e-06,G10,V4P3,RSV_Historical_Sera_1,1.142,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,0.01,D2,V4P3,RSV_Historical_Sera_1,0.006662,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,0.003333,D3,V4P3,RSV_Historical_Sera_1,0.04844,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,0.001111,D4,V4P3,RSV_Historical_Sera_1,0.2675,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,0.0003704,D5,V4P3,RSV_Historical_Sera_1,0.5914,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,0.0001235,D6,V4P3,RSV_Historical_Sera_1,0.8868,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,4.115e-05,D7,V4P3,RSV_Historical_Sera_1,0.9598,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,1.372e-05,D8,V4P3,RSV_Historical_Sera_1,0.9094,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,4.572e-06,D9,V4P3,RSV_Historical_Sera_1,1.057,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,1,1.524e-06,D10,V4P3,RSV_Historical_Sera_1,0.9811,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,0.01,E2,V4P3,RSV_Historical_Sera_1,0.006095,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,0.003333,E3,V4P3,RSV_Historical_Sera_1,0.05431,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,0.001111,E4,V4P3,RSV_Historical_Sera_1,0.2621,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,0.0003704,E5,V4P3,RSV_Historical_Sera_1,0.5663,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,0.0001235,E6,V4P3,RSV_Historical_Sera_1,0.897,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,4.115e-05,E7,V4P3,RSV_Historical_Sera_1,0.8862,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,1.372e-05,E8,V4P3,RSV_Historical_Sera_1,0.9882,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,4.572e-06,E9,V4P3,RSV_Historical_Sera_1,1.03,24.12.19_Sera_RSV_rep2,
86_8,RSV B 2019 ,2,1.524e-06,E10,V4P3,RSV_Historical_Sera_1,0.9703,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,0.01,B2,V4P3,RSV_Historical_Sera_1,0.03231,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,0.003333,B3,V4P3,RSV_Historical_Sera_1,0.2374,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,0.001111,B4,V4P3,RSV_Historical_Sera_1,0.7387,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,0.0003704,B5,V4P3,RSV_Historical_Sera_1,0.9139,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,0.0001235,B6,V4P3,RSV_Historical_Sera_1,1.021,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,4.115e-05,B7,V4P3,RSV_Historical_Sera_1,0.8981,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,1.372e-05,B8,V4P3,RSV_Historical_Sera_1,0.9442,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,4.572e-06,B9,V4P3,RSV_Historical_Sera_1,0.9946,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,1,1.524e-06,B10,V4P3,RSV_Historical_Sera_1,0.9653,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,0.01,C2,V4P3,RSV_Historical_Sera_1,0.02056,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,0.003333,C3,V4P3,RSV_Historical_Sera_1,0.2443,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,0.001111,C4,V4P3,RSV_Historical_Sera_1,0.5974,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,0.0003704,C5,V4P3,RSV_Historical_Sera_1,0.9861,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,0.0001235,C6,V4P3,RSV_Historical_Sera_1,0.9961,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,4.115e-05,C7,V4P3,RSV_Historical_Sera_1,1.028,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,1.372e-05,C8,V4P3,RSV_Historical_Sera_1,1.023,24.12.19_Sera_RSV_rep2,
86_12,RSV B 2019 ,2,4.572e-06,C9,V4P3,RSV_Historical_Sera_1,1.058,24.12.19_Sera_RSV_rep2,
